Air temperature [K];Process temperature [K];Rotational speed [rpm];Torque [Nm];Tool wear [min];Temperature_difference;Power;Mechanical_stress;Type_L;Type_M;ID;Failure_Prediction;Failure_Probability;SHAP_Rotational_speed;SHAP_Power;SHAP_Tool_wear;SHAP_Temperature_difference;Key_factor;Risk_level;Maintenance_Recommendation;Suggested_Action
301;310;1621;33;137;9;54627;4616;1;0;138;0;0,020805018291347798;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;310;1456;43;15;11;63772;657;0;1;139;0;0,014163036171283915;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;310;1581;30;42;9;47904;1272;1;0;140;0;0,026026756371862483;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;310;1498;37;146;11;56624;5518;0;1;141;0;0,020584912936679273;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;309;1616;31;175;9;51065;5530;1;0;142;0;0,01806583748951107;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;308;1535;38;179;9;58330;6802;1;0;143;0;0,01388032999792557;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;309;1399;41;221;9;58618;9259;0;1;144;0;0,3152950600246729;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Medio;Mantenimiento preventivo programado;Revisar Potencia
300;311;1407;42;224;11;59656;9497;0;1;145;0;0,20685363423098882;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;309;1524;46;104;8;71018;4846;1;0;146;0;0,026703830335650262;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;311;2026;20;26;10;41127;527;0;0;147;0;0,011790368738831;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;308;1636;29;201;9;48916;6009;1;0;148;0;0,09765234771266346;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1598;29;148;10;46981;4351;0;1;149;0;0,013774534270676141;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;309;1672;27;54;11;45980;1485;0;0;150;0;0,015395413272089176;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;309;1385;43;119;11;59832;5140;1;0;151;0;0,027349773488343537;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;309;1473;40;59;9;59509;2383;1;0;152;0;0,013584519889487069;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;309;1694;31;187;9;52683;5815;0;1;153;0;0,03979406018955695;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;310;1233;64;45;9;79651;2906;1;0;154;0;0,2180534077848723;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;309;1469;43;20;9;64489;878;0;1;155;0;0,011786075161372998;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;309;1578;38;109;9;60121;4152;1;0;156;0;0,013584519889487069;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;309;1539;36;76;9;55557;2743;0;1;157;0;0,012900296718206057;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;309;1447;46;28;9;67285;1302;0;1;158;0;0,01544427450434884;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;308;1267;68;76;9;86409;5183;1;0;159;1;0,9749808227676856;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Alto;Intervención inmediata;Acción crítica inmediata sobre Potencia
302;311;1475;40;126;9;59590;5090;1;0;160;0;0,015510798720907992;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;312;1587;34;115;11;54751;3967;1;0;161;0;0,00600371916074752;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1798;23;135;11;41354;3105;0;1;162;0;0,012517559530979598;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;307;1515;46;74;9;70750;3455;1;0;163;0;0,01376565425740481;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;311;1831;26;121;9;49253;3254;1;0;164;0;0,016240682626691795;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;308;1373;46;60;9;64393;2814;1;0;165;0;0,03793316008974508;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;309;1709;32;65;11;55029;2093;0;1;166;0;0,0074682488456717525;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;309;1428;46;13;12;66544;605;0;0;167;0;0,013799314707933354;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;309;1423;44;29;10;63038;1284;0;0;168;0;0,011893525117729318;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
303;312;1481;33;182;8;49317;6060;1;0;169;0;0,01426360013624474;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;309;1593;42;146;11;67702;6205;1;0;170;0;0,011966427440287775;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;310;1390;52;144;10;72975;7560;1;0;171;0;0,07329468792862899;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1487;41;84;10;61561;3477;1;0;172;0;0,009589071625561368;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;311;1412;49;219;11;69329;10752;0;1;173;1;0,5055658383211906;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Medio;Mantenimiento preventivo programado;Revisar Potencia
301;310;1621;31;108;9;50251;3348;0;1;174;0;0,02350065580249781;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;308;1450;44;14;9;64815;625;0;0;175;0;0,010418782968687458;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1435;40;197;10;57830;7939;1;0;176;0;0,0567534486370567;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;310;1677;30;73;11;51651;2248;0;0;177;0;0,01829726127068082;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;309;1369;51;164;9;70366;8429;1;0;178;0;0,05995706060424822;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;310;1569;32;31;9;51463;1016;1;0;179;0;0,017263016358976424;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;311;1852;22;53;10;41114;1176;0;1;180;0;0,01183739487258277;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;309;1675;29;132;9;48910;3854;0;1;181;0;0,019493190674376784;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;311;1388;49;128;10;68567;6323;1;0;182;0;0,03155408853573698;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;311;1492;40;20;10;60575;812;1;0;183;0;0,008355780242161909;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;307;1628;30;80;10;49165;2416;1;0;184;0;0,013047095118272673;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;311;1428;47;174;8;68401;8334;1;0;185;0;0,11103285728897415;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;309;1608;34;68;9;55315;2339;0;1;186;0;0,012900296718206057;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
303;311;1428;46;139;8;65973;6421;1;0;187;0;0,2724987821975356;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;308;1400;49;79;9;69300;3910;1;0;188;0;0,036586686388538035;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1384;49;206;10;67954;10114;0;0;189;0;0,1804821617201777;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;309;1520;38;106;11;57912;4038;1;0;190;0;0,010715264674832047;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;312;1422;44;49;9;63279;2180;0;1;191;0;0,012581645957751953;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;310;1384;52;200;11;73075;10560;1;0;192;0;0,27495368693814215;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;309;1559;36;145;11;57527;5350;1;0;193;0;0,009988971772962827;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
296;307;1566;35;201;10;54810;7035;0;1;194;0;0,03925701336611802;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;310;1500;39;107;10;59699;4258;1;0;195;0;0,016476416573528833;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;309;1587;32;152;9;51736;4955;0;1;196;0;0,013270657421368088;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;310;1600;36;204;9;57600;7344;0;1;197;0;0,19316720659128256;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;310;1551;44;18;11;69484;806;0;1;198;0;0,01829726127068082;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;310;1623;34;9;8;55668;308;0;1;199;0;0,04261680706628671;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;311;1340;59;60;9;79596;3564;0;1;200;0;0,3149024499103172;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Medio;Mantenimiento preventivo programado;Revisar Potencia
304;313;1329;54;75;9;72430;4087;0;1;201;0;0,10211986395434204;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1726;26;158;11;46256;4234;0;0;202;0;0,014092966084666066;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;310;1708;29;14;9;49702;407;1;0;203;0;0,024477975543482376;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;309;1320;54;179;11;72204;9791;1;0;204;0;0,06090115263680328;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;310;1562;42;179;11;66385;7607;1;0;205;0;0,01803915912288262;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1664;28;174;11;48089;5028;0;1;206;0;0,01464906504224147;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
304;313;1540;39;14;9;60060;546;0;1;207;0;0,013260414541385998;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;310;1697;30;120;9;50910;3600;0;1;208;0;0,022451942806973213;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;310;1598;36;195;9;58327;7117;0;1;209;0;0,06165304692344908;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;311;1592;35;174;10;56834;6211;0;1;210;0;0,011756575822156601;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
301;310;1524;40;124;9;61569;5009;0;0;211;0;0,019764401007862573;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
298;308;1527;40;96;10;62454;3926;0;1;212;0;0,009940890177909676;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
296;307;1502;43;84;11;65937;3687;1;0;213;0;0,011416216019640572;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;310;1360;48;37;11;65416;1779;1;0;214;0;0,08266520404260995;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;311;1638;35;17;9;57493;596;1;0;215;0;0,015510798720907992;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;312;1377;45;54;9;62653;2457;1;0;216;0;0,035819938143171026;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;311;1640;31;199;9;51660;6268;0;1;217;0;0,03540559477871986;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;310;1421;41;102;8;58829;4222;1;0;218;0;0,14222990498683633;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;310;1657;31;37;8;52858;1180;1;0;219;0;0,044805631160489065;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;311;1688;30;161;10;51821;4942;1;0;220;0;0,009412395592819546;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;310;1394;45;122;11;63008;5514;0;1;221;0;0,04190765238472635;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
295;306;1372;55;215;10;76283;11954;1;0;222;1;0,9285672483086658;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Alto;Intervención inmediata;Acción crítica inmediata sobre Potencia
302;310;1771;27;54;8;48879;1490;0;1;223;0;0,04732251619897318;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
300;309;1551;37;42;9;58782;1591;1;0;224;0;0,012411943863171952;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;310;1577;40;181;11;63080;7240;1;0;225;0;0,05077442076300246;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1907;23;125;10;44814;2937;0;1;226;0;0,012234282445076098;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
303;312;1548;36;150;9;56347;5460;1;0;227;0;0,014217428390688945;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
302;310;1642;30;195;7;50573;6006;1;0;228;0;0,03328883732010156;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
299;310;1593;35;5;11;56392;177;0;1;229;0;0,01829726127068082;0,11201586996787766;1,8616800415687769;1,2784125785333371;0,2771821225072303;Potencia;Bajo;Operación normal;Monitoreo rutinario
297;308;1386;48;75;10;67359;3645;1;0;230;0;0,037665176620905697;0,11201586996787766;1,840596765542278;1,243013174148468;0,14831111679057707;Potencia;Bajo;Operación normal;Monitoreo rutinario
